id,title,source,difficulty,tags,link,summary
1727,Efficient Greedy Selection,CodeChef,Medium,"Greedy Algorithms, Array, Sorting",https://www.codechef.com/problems/efficient-greedy-selection,Make locally optimal choices to find global optimum.
1728,Minimal Heap Query,Codeforces,Medium,"Heaps, Array",https://codeforces.com/problemset/problem/5284/A,Use a priority queue to answer element ranking queries.
1729,Maximum String Pattern,LeetCode,Medium,"String, Hash Table, Two Pointers",https://leetcode.com/problems/maximum-string-pattern,Find a string pattern using two-pointer or hash map technique.
1730,Minimum Trie Insert,HackerRank,Medium,"Trie, String",https://www.hackerrank.com/challenges/minimum-trie-insert,Insert words into a trie and answer prefix queries.
1731,Balanced Subarray,CodeChef,Medium,"Array, Sliding Window, Hash Table",https://www.codechef.com/problems/balanced-subarray,Find the optimal subarray using the sliding window technique.
1732,Sorted Tree Traversal,Codeforces,Medium,"Binary Trees, DFS, BFS",https://codeforces.com/problemset/problem/5296/E,Traverse a binary tree using a specified traversal order.
1733,Compressed Graph Search,LeetCode,Medium,"Graphs, BFS, DFS",https://leetcode.com/problems/compressed-graph-search,Search a graph using breadth or depth-first traversal.
1734,Weighted DP Table,HackerRank,Medium,"Dynamic Programming, Array",https://www.hackerrank.com/challenges/weighted-dp-table,Build a DP table to solve an optimization problem.
1735,Directed Binary Search,CodeChef,Medium,"Binary Search, Array",https://www.codechef.com/problems/directed-binary-search,Apply binary search to find an optimal value.
1736,Undirected Backtracking,Codeforces,Medium,"Backtracking, Array",https://codeforces.com/problemset/problem/5308/C,Explore combinations using the backtracking paradigm.
1737,Circular Greedy Selection,LeetCode,Medium,"Greedy Algorithms, Array, Sorting",https://leetcode.com/problems/circular-greedy-selection,Make locally optimal choices to find global optimum.
1738,Diagonal Heap Query,HackerRank,Medium,"Heaps, Array",https://www.hackerrank.com/challenges/diagonal-heap-query,Use a priority queue to answer element ranking queries.
1739,Sparse String Pattern,CodeChef,Medium,"String, Hash Table, Two Pointers",https://www.codechef.com/problems/sparse-string-pattern,Find a string pattern using two-pointer or hash map technique.
1740,Dense Trie Insert,Codeforces,Medium,"Trie, String",https://codeforces.com/problemset/problem/5320/A,Insert words into a trie and answer prefix queries.
1741,Binary Subarray,LeetCode,Medium,"Array, Sliding Window, Hash Table",https://leetcode.com/problems/binary-subarray,Find the optimal subarray using the sliding window technique.
1742,Ternary Tree Traversal,HackerRank,Medium,"Binary Trees, DFS, BFS",https://www.hackerrank.com/challenges/ternary-tree-traversal,Traverse a binary tree using a specified traversal order.
1743,Linear Graph Search,CodeChef,Medium,"Graphs, BFS, DFS",https://www.codechef.com/problems/linear-graph-search,Search a graph using breadth or depth-first traversal.
1744,Logarithmic DP Table,Codeforces,Medium,"Dynamic Programming, Array",https://codeforces.com/problemset/problem/5332/E,Build a DP table to solve an optimization problem.
1745,Optimal Binary Search,LeetCode,Medium,"Binary Search, Array",https://leetcode.com/problems/optimal-binary-search,Apply binary search to find an optimal value.
1746,Extended Backtracking,HackerRank,Medium,"Backtracking, Array",https://www.hackerrank.com/challenges/extended-backtracking,Explore combinations using the backtracking paradigm.
1747,Variant Greedy Selection,CodeChef,Medium,"Greedy Algorithms, Array, Sorting",https://www.codechef.com/problems/variant-greedy-selection,Make locally optimal choices to find global optimum.
1748,Advanced Heap Query,Codeforces,Medium,"Heaps, Array",https://codeforces.com/problemset/problem/5344/C,Use a priority queue to answer element ranking queries.
1749,Modified String Pattern,LeetCode,Medium,"String, Hash Table, Two Pointers",https://leetcode.com/problems/modified-string-pattern,Find a string pattern using two-pointer or hash map technique.
1750,Classic Trie Insert,HackerRank,Medium,"Trie, String",https://www.hackerrank.com/challenges/classic-trie-insert,Insert words into a trie and answer prefix queries.
1751,Two-Pass Subarray,CodeChef,Medium,"Array, Sliding Window, Hash Table",https://www.codechef.com/problems/two-pass-subarray,Find the optimal subarray using the sliding window technique.
1752,Multi-Step Tree Traversal,Codeforces,Medium,"Binary Trees, DFS, BFS",https://codeforces.com/problemset/problem/5356/A,Traverse a binary tree using a specified traversal order.
1753,Recursive Graph Search,LeetCode,Medium,"Graphs, BFS, DFS",https://leetcode.com/problems/recursive-graph-search,Search a graph using breadth or depth-first traversal.
1754,Iterative DP Table,HackerRank,Medium,"Dynamic Programming, Array",https://www.hackerrank.com/challenges/iterative-dp-table,Build a DP table to solve an optimization problem.
1755,Efficient Binary Search,CodeChef,Medium,"Binary Search, Array",https://www.codechef.com/problems/efficient-binary-search,Apply binary search to find an optimal value.
1756,Minimal Backtracking,Codeforces,Medium,"Backtracking, Array",https://codeforces.com/problemset/problem/5368/E,Explore combinations using the backtracking paradigm.
1757,Maximum Greedy Selection,LeetCode,Medium,"Greedy Algorithms, Array, Sorting",https://leetcode.com/problems/maximum-greedy-selection,Make locally optimal choices to find global optimum.
1758,Minimum Heap Query,HackerRank,Medium,"Heaps, Array",https://www.hackerrank.com/challenges/minimum-heap-query,Use a priority queue to answer element ranking queries.
1759,Balanced String Pattern,CodeChef,Medium,"String, Hash Table, Two Pointers",https://www.codechef.com/problems/balanced-string-pattern,Find a string pattern using two-pointer or hash map technique.
1760,Sorted Trie Insert,Codeforces,Medium,"Trie, String",https://codeforces.com/problemset/problem/5380/C,Insert words into a trie and answer prefix queries.
1761,Compressed Subarray,LeetCode,Medium,"Array, Sliding Window, Hash Table",https://leetcode.com/problems/compressed-subarray,Find the optimal subarray using the sliding window technique.
1762,Weighted Tree Traversal,HackerRank,Medium,"Binary Trees, DFS, BFS",https://www.hackerrank.com/challenges/weighted-tree-traversal,Traverse a binary tree using a specified traversal order.
1763,Directed Graph Search,CodeChef,Medium,"Graphs, BFS, DFS",https://www.codechef.com/problems/directed-graph-search,Search a graph using breadth or depth-first traversal.
1764,Undirected DP Table,Codeforces,Medium,"Dynamic Programming, Array",https://codeforces.com/problemset/problem/5392/A,Build a DP table to solve an optimization problem.
1765,Circular Binary Search,LeetCode,Medium,"Binary Search, Array",https://leetcode.com/problems/circular-binary-search,Apply binary search to find an optimal value.
1766,Diagonal Backtracking,HackerRank,Medium,"Backtracking, Array",https://www.hackerrank.com/challenges/diagonal-backtracking,Explore combinations using the backtracking paradigm.
1767,Sparse Greedy Selection,CodeChef,Medium,"Greedy Algorithms, Array, Sorting",https://www.codechef.com/problems/sparse-greedy-selection,Make locally optimal choices to find global optimum.
1768,Dense Heap Query,Codeforces,Medium,"Heaps, Array",https://codeforces.com/problemset/problem/5404/E,Use a priority queue to answer element ranking queries.
1769,Binary String Pattern,LeetCode,Medium,"String, Hash Table, Two Pointers",https://leetcode.com/problems/binary-string-pattern,Find a string pattern using two-pointer or hash map technique.
1770,Ternary Trie Insert,HackerRank,Medium,"Trie, String",https://www.hackerrank.com/challenges/ternary-trie-insert,Insert words into a trie and answer prefix queries.
1771,Linear Subarray,CodeChef,Medium,"Array, Sliding Window, Hash Table",https://www.codechef.com/problems/linear-subarray,Find the optimal subarray using the sliding window technique.
1772,Logarithmic Tree Traversal,Codeforces,Medium,"Binary Trees, DFS, BFS",https://codeforces.com/problemset/problem/5416/C,Traverse a binary tree using a specified traversal order.
1773,Optimal Graph Search,LeetCode,Medium,"Graphs, BFS, DFS",https://leetcode.com/problems/optimal-graph-search,Search a graph using breadth or depth-first traversal.
1774,Extended DP Table,HackerRank,Medium,"Dynamic Programming, Array",https://www.hackerrank.com/challenges/extended-dp-table,Build a DP table to solve an optimization problem.
1775,Variant Binary Search,CodeChef,Medium,"Binary Search, Array",https://www.codechef.com/problems/variant-binary-search,Apply binary search to find an optimal value.
1776,Advanced Backtracking,Codeforces,Medium,"Backtracking, Array",https://codeforces.com/problemset/problem/5428/A,Explore combinations using the backtracking paradigm.
1777,Modified Greedy Selection,LeetCode,Medium,"Greedy Algorithms, Array, Sorting",https://leetcode.com/problems/modified-greedy-selection,Make locally optimal choices to find global optimum.
1778,Classic Heap Query,HackerRank,Medium,"Heaps, Array",https://www.hackerrank.com/challenges/classic-heap-query,Use a priority queue to answer element ranking queries.
1779,Two-Pass String Pattern,CodeChef,Medium,"String, Hash Table, Two Pointers",https://www.codechef.com/problems/two-pass-string-pattern,Find a string pattern using two-pointer or hash map technique.
1780,Multi-Step Trie Insert,Codeforces,Medium,"Trie, String",https://codeforces.com/problemset/problem/5440/E,Insert words into a trie and answer prefix queries.
1781,Recursive Subarray,LeetCode,Medium,"Array, Sliding Window, Hash Table",https://leetcode.com/problems/recursive-subarray,Find the optimal subarray using the sliding window technique.
1782,Iterative Tree Traversal,HackerRank,Medium,"Binary Trees, DFS, BFS",https://www.hackerrank.com/challenges/iterative-tree-traversal,Traverse a binary tree using a specified traversal order.
1783,Efficient Graph Search,CodeChef,Medium,"Graphs, BFS, DFS",https://www.codechef.com/problems/efficient-graph-search,Search a graph using breadth or depth-first traversal.
1784,Minimal DP Table,Codeforces,Medium,"Dynamic Programming, Array",https://codeforces.com/problemset/problem/5452/C,Build a DP table to solve an optimization problem.
1785,Maximum Binary Search,LeetCode,Medium,"Binary Search, Array",https://leetcode.com/problems/maximum-binary-search,Apply binary search to find an optimal value.
1786,Minimum Backtracking,HackerRank,Medium,"Backtracking, Array",https://www.hackerrank.com/challenges/minimum-backtracking,Explore combinations using the backtracking paradigm.
1787,Balanced Greedy Selection,CodeChef,Medium,"Greedy Algorithms, Array, Sorting",https://www.codechef.com/problems/balanced-greedy-selection,Make locally optimal choices to find global optimum.
1788,Sorted Heap Query,Codeforces,Medium,"Heaps, Array",https://codeforces.com/problemset/problem/5464/A,Use a priority queue to answer element ranking queries.
1789,Compressed String Pattern,LeetCode,Medium,"String, Hash Table, Two Pointers",https://leetcode.com/problems/compressed-string-pattern,Find a string pattern using two-pointer or hash map technique.
1790,Weighted Trie Insert,HackerRank,Medium,"Trie, String",https://www.hackerrank.com/challenges/weighted-trie-insert,Insert words into a trie and answer prefix queries.
1791,Directed Subarray,CodeChef,Medium,"Array, Sliding Window, Hash Table",https://www.codechef.com/problems/directed-subarray,Find the optimal subarray using the sliding window technique.
1792,Undirected Tree Traversal,Codeforces,Medium,"Binary Trees, DFS, BFS",https://codeforces.com/problemset/problem/5476/E,Traverse a binary tree using a specified traversal order.
1793,Circular Graph Search,LeetCode,Medium,"Graphs, BFS, DFS",https://leetcode.com/problems/circular-graph-search,Search a graph using breadth or depth-first traversal.
1794,Diagonal DP Table,HackerRank,Medium,"Dynamic Programming, Array",https://www.hackerrank.com/challenges/diagonal-dp-table,Build a DP table to solve an optimization problem.
1795,Sparse Binary Search,CodeChef,Medium,"Binary Search, Array",https://www.codechef.com/problems/sparse-binary-search,Apply binary search to find an optimal value.
1796,Dense Backtracking,Codeforces,Medium,"Backtracking, Array",https://codeforces.com/problemset/problem/5488/C,Explore combinations using the backtracking paradigm.
1797,Binary Greedy Selection,LeetCode,Medium,"Greedy Algorithms, Array, Sorting",https://leetcode.com/problems/binary-greedy-selection,Make locally optimal choices to find global optimum.
